Organization Name,Organization Name URL,Headquarters Location,Description,Industries,CB Rank (Company),Exit Date,Exit Date Precision,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Founded Date,Founded Date Precision,Operating Status
Medium,https://www.crunchbase.com/organization/medium,"San Francisco, California, United States",Medium is a social publishing network that connects ideas and perspectives on topics that matter.,"Internet, News, Publishing, Tour Operator, Tourism","34,333",,,4,,2021-11-18,30967569,USD,30967569,Venture - Series Unknown,30967569,USD,30967569,162967569,USD,162967569,Venture - Series Unknown,162967569,USD,162967569,"Andreessen Horowitz, Betaworks, LAUNCH, Google Ventures, Science",2011-07-18,day,Active
Doublefs,https://www.crunchbase.com/organization/doublefs,"Beijing, Beijing, China",e-commerce fashion platform,"E-Commerce, Fashion","34,364",,,2,Early Stage Venture,2021-06-17,100000000,USD,100000000,Series A,100000000,USD,100000000,130000000,USD,130000000,Series A,130000000,USD,130000000,"Sequoia Capital China, 5Y Capital, IDG Capital, Capital Today, Hike Capital",2020-01-01,year,Active
BeReal.,https://www.crunchbase.com/organization/bereal,"Paris, Ile-de-France, France",BeReal. is a photo-sharing app that randomly notifies everyone to capture and share a photo in 2 minutes.,"Apps, Mobile Apps, Photo Sharing, Social Media, Software","34,639",,,3,Early Stage Venture,2022-04-20,60000000,USD,60000000,Series B,60000000,USD,60000000,90000000,USD,90000000,Series B,90000000,USD,90000000,"Andreessen Horowitz, Banana Capital, Accel, Coatue, Adjacent",2020-01-01,year,Active
InsuranceDekho,https://www.crunchbase.com/organization/insurancedekho,"Haryana, Haryana, India","InsuranceDekho is an insurtech company that provides travel, health, life, and car insurance services.","Auto Insurance, Financial Services, Health Insurance, Insurance, InsurTech","34,670",,,5,Early Stage Venture,2023-10-10,60000000,USD,60000000,Series B,60000000,USD,60000000,230000000,USD,230000000,Series B,270000000,USD,270000000,"LeapFrog Investments, Investcorp, GirnarSoft, Eurazeo, Goldman Sachs",2016-01-01,year,Active
Cymulate,https://www.crunchbase.com/organization/cymulate,"Tel Aviv, Tel Aviv, Israel",Cymulate is a breach and attack simulation platform that helps organizations verify their security posture.,"Computer, Cyber Security, Information Services, Information Technology, Network Security, SaaS","34,712",,,5,Late Stage Venture,2022-09-06,70000000,USD,70000000,Series D,70000000,USD,70000000,141000000,USD,141000000,Series D,141000000,USD,141000000,"Vertex Ventures, Susquehanna Growth Equity, Dell Technologies Capital, One Peak, Vertex Ventures Israel",2016-06-01,month,Active
tray.io,https://www.crunchbase.com/organization/tray,"San Francisco, California, United States",Tray.io provides a cloud-based software integration platform for automators.,"Cloud Computing, Data Integration, Marketing Automation, SaaS, Sales Automation, Software","34,743",,,9,Late Stage Venture,2022-09-27,40000000,USD,40000000,Series C,40000000,USD,40000000,149100000,USD,149100000,Series C,149100000,USD,149100000,"Notable Capital, Techstars, StepStone Group, Meritech Capital Partners, Mosaic Ventures",2012-04-14,day,Active
Pitch,https://www.crunchbase.com/organization/pitch-5b94,"Berlin, Berlin, Germany",Pitch is collaborative presentation software for modern teams.,"Collaboration, Internet, Presentation Software, SaaS, Software","35,121",,,4,Early Stage Venture,2021-05-20,85000000,USD,85000000,Series B,85000000,USD,85000000,137700711,USD,137700711,Series B,137700711,USD,137700711,"Thrive Capital, Lakestar, BlueYard Capital, Tiger Global Management, Index Ventures",2018-01-05,day,Active
Meati,https://www.crunchbase.com/organization/emergy-food,"Boulder, Colorado, United States",Meati Foods is a consumer goods company that provides fungi-based meat alternatives to everyone.,"Alternative Protein, Consumer Goods, Food and Beverage, Food Processing, Service Industry","35,187",,,9,,2023-06-08,,,,Undisclosed,,,,255000000,USD,255000000,Undisclosed,274471176,USD,274471176,"Trinity Capital, US Department of Energy, Rockefeller Capital Management, Congruent Ventures, Fifty Years",2016-01-01,year,Active
Dunzo,https://www.crunchbase.com/organization/dunzo,"Bangalore, Karnataka, India",Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,"Consumer Goods, Delivery Service, E-Commerce, Mobile Apps","35,288",,,18,Late Stage Venture,2023-04-06,75000000,USD,75000000,Convertible Note,240000000,USD,240000000,361263654,USD,361263654,Series E,457179088,USD,457179088,"Google, Reliance Industries, Reliance Retail, BlackSoil, Blume Ventures",2015-01-01,year,Active
Malwarebytes,https://www.crunchbase.com/organization/malwarebytes,"Santa Clara, California, United States","Malwarebytes is a cybersecurity company that protects against and removes ransomeware, spyware, adware, viruses, and other malware.","Computer, Cyber Security, Network Security, Software","35,458",,,3,Private Equity,2022-09-21,100000000,USD,100000000,Private Equity,100000000,USD,100000000,180000000,USD,180000000,Private Equity,180000000,USD,180000000,"Fidelity, Vector Capital, Highland Europe, Highland Capital Partners",2008-01-01,year,Active
Gaosi Education Group,https://www.crunchbase.com/organization/gaosi-education-group,"Beijing, Beijing, China",Gaosi Education Group is a Chinese educational and training institution that provides services for middle and primary schools.,"E-Learning, Education, Primary Education, Training","35,555",,,5,Late Stage Venture,2019-11-25,,,,Series D,,,,286405998,USD,286405998,Series D,286405998,USD,286405998,"Tencent, Warburg Pincus, CICC, Sinovation Ventures, Morningside Group",2009-12-01,month,Active
Leap,https://www.crunchbase.com/organization/leap-finance,"Bengaluru, Karnataka, India",Leap is South Asia’s largest study abroad platform with products & services in overseas education.,"EdTech, Education, Financial Services","35,882",,,4,Late Stage Venture,2022-06-22,75000000,USD,75000000,Series D,75000000,USD,75000000,152500000,USD,152500000,Series D,152500000,USD,152500000,"Jungle Ventures, Steadview Capital, Owl Ventures, Peak XV Partners, Kunal Shah",2019-01-01,year,Active
Overtime,https://www.crunchbase.com/organization/overtime,"Brooklyn, New York, United States",Overtime is a sports network that produces several sports-focused series and short-form content for the next generation of sports fans.,"Digital Media, Fantasy Sports, Predictive Analytics, Sports","36,125",,,9,Late Stage Venture,2022-08-09,100000000,USD,100000000,Series D,100000000,USD,100000000,215000000,USD,215000000,Series D,215070000,USD,215070000,"Techstars, Andreessen Horowitz, Gaingels, Liberty Media, Banana Capital",2016-11-20,day,Active
Rapido,https://www.crunchbase.com/organization/rapido,"Bangalore, Karnataka, India",Rapido is an online app and logistics provider that offers bike taxis to its users.,"Information Services, Logistics, Mobile Apps, Taxi Service, Transportation","36,234",,,10,Late Stage Venture,2022-04-15,180000000,USD,180000000,Series D,180000000,USD,180000000,310350891,USD,310350891,Series D,310350891,USD,310350891,"Swiggy, Nexus Venture Partners, Shunwei Capital, Westbridge Capital, Mustard Seed",2015-01-01,year,Active
H1.co,https://www.crunchbase.com/organization/h1,"New York, New York, United States",H1 provides a health data platform to support the end-to-end therapeutic development process of medical companies and healthcare systems.,"Biotechnology, Health Care, Life Science, Medical, Therapeutics","36,323",,,7,Late Stage Venture,2022-06-13,10000000,USD,10000000,Debt Financing,23000000,USD,23000000,193900000,USD,193900000,Series C,203900000,USD,203900000,"Y Combinator, Goldman Sachs Asset Management, Lead Edge Capital, Lux Capital, Underscore VC",2017-01-01,year,Active
Mutiny,https://www.crunchbase.com/organization/mutinyhq,"San Francisco, California, United States","Mutiny offers a personalization website, advertising, account-based marketing, and paid media optimization services.","Advertising, Artificial Intelligence (AI), B2B, Machine Learning, Marketing, Personalization, SaaS","36,421",,,4,Early Stage Venture,2022-04-20,50000000,USD,50000000,Series B,50000000,USD,50000000,71620000,USD,71620000,Series B,71620000,USD,71620000,"Y Combinator, Sequoia Capital, Hack VC, Cowboy Ventures, Insight Partners",2018-01-01,year,Active
QuickNode,https://www.crunchbase.com/organization/quiknode,"Hallandale, Florida, United States","Comprehensive blockchain platform to learn, build, and scale Web3 apps with reliable APIs & tools across 27+ chains.","Blockchain, Developer Tools, Ethereum, Internet, Web3","36,910",,,8,,2023-11-07,,,,Venture - Series Unknown,,,,101900000,USD,101900000,Venture - Series Unknown,101900000,USD,101900000,"SoftBank, Y Combinator, Soma Capital, Protocol Labs, Arrington XRP Capital",2017-01-01,year,Active
Neo Fusion,https://www.crunchbase.com/organization/neo-fusion,"Hefei, Anhui, China",Neo Fusion operates as a nuclear fusion startup.,Energy,"37,144",,,1,,2023-05-19,1500000000,CNY,214053313,Venture - Series Unknown,1500000000,CNY,214053313,1500000000,CNY,214053314,Venture - Series Unknown,1500000000,CNY,214053314,"NIO, NIO Capital",,,Active
Captain Fresh,https://www.crunchbase.com/organization/captain-fresh,"Bengaluru, Karnataka, India",Captain Fresh operates a fish and seafood supply chain platform to deliver a fast harvest-to-retail service.,"B2B, Marketplace, Retail, Seafood, Supply Chain Management","37,717",,,8,Late Stage Venture,2024-01-03,2080000000,INR,24964521,Series C,2080000000,INR,24964521,171495386,USD,171495386,Series C,171495386,USD,171495386,"Matrix Partners India, Nekkanti Sea Foods, Accel, SBI Investment, Prosus Ventures",2019-01-01,year,Active
Ataccama,https://www.crunchbase.com/organization/ataccama,"Toronto, Ontario, Canada","Ataccama is an AI-powered enterprise platform for metadata, combining data quality, master data management, and integration.","Analytics, Artificial Intelligence (AI), Business Intelligence, Cloud Data Services, Data Governance, Data Integration, Data Management, SaaS","38,068",,,2,,2022-06-22,150000000,USD,150000000,Venture - Series Unknown,150000000,USD,150000000,150500000,USD,150500000,Venture - Series Unknown,150500000,USD,150500000,Bain Capital Tech Opportunities,2008-01-01,year,Active
Navi Technologies,https://www.crunchbase.com/organization/bac-acquisition,"Bengaluru, Karnataka, India","Navi is a Bengaluru-based firm helping build consumer-centric businesses in the BFSI (Banking, Financial Services & Insurance) space.","Banking, Financial Services, FinTech, Insurance","38,350",,,6,Private Equity,2022-05-12,6000000000,INR,77475292,Debt Financing,2040000000,INR,26751028,581977109,USD,581977109,Private Equity,659452402,USD,659452402,"International Finance Corporation, Gaja Capital, Sachin Bansal, Ankit Agarwal, Samit Shetty",2018-12-10,day,Active
Connecteam,https://www.crunchbase.com/organization/connecteam,"New York, New York, United States",Connecteam is a multi-functional and workforce management mobile solution for companies that manage on-the-go teams.,"Computer, SaaS, Software, Virtual Workforce","38,628",,,6,Late Stage Venture,2022-03-02,120000000,USD,120000000,Series C,120000000,USD,120000000,158000000,USD,158000000,Series C,158000000,USD,158000000,"Google for Startups, Insight Partners, Stripes, Tiger Global Management, Avishai Abrahami",2016-01-01,year,Active
ShopBack,https://www.crunchbase.com/organization/shopback,"Singapore, Central Region, Singapore",ShopBack is an e-commerce loyalty platform that offers cashback services from online stores.,"E-Commerce, Loyalty Programs, Shopping","38,735",,,9,Late Stage Venture,2022-12-08,40000000,USD,40000000,Series F,40000000,USD,40000000,355000000,USD,355000000,Series F,355000000,USD,355000000,"East Ventures, Rakuten, Singtel Innov8, Westpac, Quest Ventures",2014-01-01,year,Active
KreditBee,https://www.crunchbase.com/organization/kreditbee,"Bangalore, Karnataka, India",KreditBee is a digital lending platform that assists young professionals with their personal finances.,"Financial Services, FinTech, Internet, Lending, Personal Finance","38,777",,,6,Late Stage Venture,2024-03-29,783300000,INR,9393962,Series D,783300000,INR,9393962,28220220000,INR,361841818,Series D,28220220000,INR,361841818,"Wiseanya, MUFG Bank, PremjiInvest, Mirae Asset Venture Investment, NewQuest Capital Partners",2018-05-01,day,Active
Vivino,https://www.crunchbase.com/organization/vivino,"San Francisco, California, United States","Vivino is a wine app, and the largest online wine marketplace + community providing tools to help people buy the right wine.","Apps, Communities, E-Commerce, Marketplace, Mobile Apps, Wine And Spirits","38,863",,,7,Late Stage Venture,2021-02-03,155000000,USD,155000000,Series D,155000000,USD,155000000,221800000,USD,221800000,Series D,221800000,USD,221800000,"Creandum, PreSeed Ventures, Kinnevik, GP Bullhound, Seed Capital",2010-01-01,year,Active
Modular,https://www.crunchbase.com/organization/modular-ai,"Palo Alto, California, United States",Modular is an AI software developer platform that unifies the development and deployment of AI for everyone.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Software","39,217",,,2,Early Stage Venture,2023-08-24,100000000,USD,100000000,Series B,100000000,USD,100000000,130000000,USD,130000000,Series B,130000000,USD,130000000,"General Catalyst, Google Ventures, Factory, SVA, Greylock",2022-01-01,month,Active
Oasis Market,https://www.crunchbase.com/organization/oasis-market,"Seongnam, Kyonggi-do, South Korea",Oasis Market is an online store that provides valuable consumer goods with overnight delivery service.,"Consumer Goods, Delivery Service, E-Commerce, Food and Beverage, Grocery","39,266",,,8,,2022-06-08,33000000000,KRW,26247165,Secondary Market,10000000000,KRW,8354218,121600000000,KRW,104122025,Corporate Round,159600000000,KRW,134914273,"KOREA INVESTMENT & SECURITIES, Korea Investment Partners, NH Investment & Securities, Kakao Investment, Unison Capital",2011-01-01,year,Active
Moonfare,https://www.crunchbase.com/organization/moonfare,"Berlin, Berlin, Germany","Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management","39,396",,,8,Late Stage Venture,2023-02-07,15000000,USD,15000000,Series C,15000000,USD,15000000,175000000,USD,175000000,Series C,175000000,USD,175000000,"Insight Partners, Vitruvian Partners, Flixfounders, Fidelity International Strategic Ventures, 7GC & Co",2016-01-01,year,Active
C2x,https://www.crunchbase.com/organization/c2x,"Los Angeles, California, United States",C2x is a blockchain gaming platform.,"Blockchain, Gaming","39,456",,,1,,2022-03-18,25000000,USD,25000000,Undisclosed,25000000,USD,25000000,25000000,USD,25000000,Undisclosed,25000000,USD,25000000,"Hashed, Animoca Brands, Terra, Concept Art House, Jump Crypto",2021-01-01,year,Active
Wallapop,https://www.crunchbase.com/organization/wallapop,"Barcelona, Catalonia, Spain",Wallapop is a hyper-local mobile marketplace for buying and selling secondhand goods.,"E-Commerce, E-Commerce Platforms, Marketplace, Mobile Apps, Secondhand Goods, Shopping, Social Shopping","39,546",,,9,Late Stage Venture,2024-02-28,20000000,EUR,21676809,Series G,20000000,EUR,21676809,259600000,EUR,302182042,Series G,259600000,EUR,302182042,"Naver, Antai Ventures, Eight Roads Ventures, Accel, Lead Edge Capital",2013-01-01,year,Active
Databook,https://www.crunchbase.com/organization/databook,"Palo Alto, California, United States",Databook’s Strategic Relationship Management (SRM) platform uses advanced AI to empower the world’s largest B2B sales teams,"Enterprise Software, SaaS, Sales","39,617",,,3,Early Stage Venture,2022-02-14,50000000,USD,50000000,Series B,50000000,USD,50000000,71000000,USD,71000000,Series B,71000000,USD,71000000,"Haystack, Bessemer Venture Partners, M12 - Microsoft's Venture Fund, Firebolt Ventures, DFJ Growth",2017-02-01,month,Active
Top Hat,https://www.crunchbase.com/organization/tophat,"Toronto, Ontario, Canada",Top Hat’s interactive software helps college professors quickly activate classrooms by engaging students over their own devices.,"EdTech, Education, Mobile, Software","39,630",,,8,Late Stage Venture,2021-02-04,130000000,USD,130000000,Series E,130000000,USD,130000000,234400000,USD,234400000,Series E,234400000,USD,234400000,"Employee Stock Option Fund, Union Square Ventures, Emergence, Inovia Capital, MaRS Investment Accelerator Fund",2009-01-01,year,Active
Tredence,https://www.crunchbase.com/organization/tredence,"San Jose, California, United States",Tredence provides an AI-enabled data strategy solution focusing on the last-mile problem.,"Analytics, Artificial Intelligence (AI), Consulting, Information Technology","39,692",,,2,Early Stage Venture,2022-12-22,175000000,USD,175000000,Series B,175000000,USD,175000000,205000000,USD,205000000,Series B,205000000,USD,205000000,"Advent International, Chicago Pacific Founders",2013-01-01,year,Active
Edianyun,https://www.crunchbase.com/organization/edianzu,"Beijing, Beijing, China",Edianyun is an enterprise IT and office desktop leasing company.,"Enterprise, Information Technology, Internet","40,345",,,9,Late Stage Venture,2021-03-16,500000000,CNY,76855680,Series E,500000000,CNY,76855680,202382092,USD,202382092,Series E,202382092,USD,202382092,"Lakala, Shunwei Capital, InnoVen Capital, Source Code Capital, Matrix Partners China",2014-01-01,year,Active
Rebellions.ai,https://www.crunchbase.com/organization/rebellions-ai,"Seoul, Seoul-t'ukpyolsi, South Korea",Rebellions.ai develops AI accelerators by bridging the gap between underlying silicon architectures and deep learning algorithms.,"Artificial Intelligence (AI), Machine Learning, Semiconductor, Software","40,592",,,4,Early Stage Venture,2024-01-30,165000000000,KRW,124372231,Series B,165000000000,KRW,124372231,277000000000,KRW,212409546,Series B,277000000000,KRW,212409546,"Mirae Asset Venture Investment, Korea Development Bank, KB Investment, Kakao Ventures, IMM Investment",2020-01-01,year,Active
Tally,https://www.crunchbase.com/organization/tally-technologies,"San Francisco, California, United States",Tally is a financial automation company that helps members in paying off their credit card debt.,"Credit Cards, Financial Services, FinTech, Mobile Apps","40,893",,,5,Late Stage Venture,2022-10-03,80000000,USD,80000000,Series D,80000000,USD,80000000,172000000,USD,172000000,Series D,172000000,USD,172000000,"Andreessen Horowitz, Kleiner Perkins, Cowboy Ventures, Silicon Valley Bank, Ludlow Ventures",2015-01-01,year,Active
Paytm Insurance,https://www.crunchbase.com/organization/paytm-insurance,"New Delhi, Delhi, India",Paytm Insurance is an one-stop destination for insurance services.,Insurance,"41,252",,,1,,2021-10-27,122600000,USD,122600000,Corporate Round,122600000,USD,122600000,122600000,USD,122600000,Corporate Round,122600000,USD,122600000,Swiss Re,2019-01-01,year,Active
Tomo,https://www.crunchbase.com/organization/tomo-a2ad,"Stamford, Connecticut, United States",Tomo is a real estate and mortgage company.,"Finance, Financial Services, FinTech, Mortgage, Real Estate","41,934",,,4,Early Stage Venture,2022-03-21,40000000,USD,40000000,Series A,40000000,USD,40000000,110000000,USD,110000000,Series A,110000000,USD,110000000,"Ribbit Capital, SVB Capital, DST Global, Zigg Capital, NFX",2020-01-01,year,Active
Jiangsu KATOP Automation,https://www.crunchbase.com/organization/jiangsu-katop-automation,"Liyang, Jiangsu, China",Jiangsu KATOP is a manufacturer of equipment and a solution provider for new energy.,"Chemical, Machinery Manufacturing, Manufacturing","42,115",,,1,,2023-05-31,574400000,CNY,80767175,Venture - Series Unknown,574400000,CNY,80767175,574400000,CNY,80767176,Venture - Series Unknown,574400000,CNY,80767176,"BYD Company, SPIC, Cnano Technology, Amperex Technology, Highpower International",2017-07-01,month,Active
Vox Media,https://www.crunchbase.com/organization/vox-media,"Washington, District of Columbia, United States",Vox Media is an operator of an online media publishing agency created to influence editorial properties and premium advertising.,"Advertising, Audio, Digital Media, Internet, Journalism, Lifestyle, Media and Entertainment, Sports, Video","42,228",,,10,,2023-02-06,100000000,USD,100000000,Corporate Round,100000000,USD,100000000,407632220,USD,407632220,Corporate Round,407632220,USD,407632220,"Penske Media Corporation, Khosla Ventures, Comcast Ventures, Accel, Allen & Company",2003-07-14,day,Active
Lyst,https://www.crunchbase.com/organization/lyst,"London, England, United Kingdom",Lyst is a global fashion search platform that allows users to browse through thousands of online fashion stores.,"E-Commerce, Fashion, Search Engine, Shopping","42,397",,,9,,2021-05-12,85000000,USD,85000000,Venture - Series Unknown,85000000,USD,85000000,144000000,USD,144000000,Venture - Series Unknown,144000000,USD,144000000,"Molten Ventures, Accel, Venrex, Fidelity International, Novator",2010-01-01,year,Active
Minterest,https://www.crunchbase.com/organization/minterest-05e3,"Tallinn, Harjumaa, Estonia",Dollar for dollar Minterest delivers the highest long-term yields in DeFi.,"Blockchain, Financial Services, FinTech","42,580",,,2,Seed,2022-02-16,,,,Seed,,,,5520000,USD,5520000,Seed,5520000,USD,5520000,"Coin98, CMT Digital Ventures, NGC Ventures, NewTribe Capital, Digital Finance Group (DFG)",2020-01-01,year,Active
Jianke,https://www.crunchbase.com/organization/jianke,"Guangzhou, Guangdong, China",Jianke is anonline B2C pharmacy and healthcare services platform.,"Health Care, Pharmaceutical","42,619",,,4,Late Stage Venture,2020-05-20,1000000,USD,1000000,Series C,1000000,USD,1000000,281000000,USD,281000000,Series C,281000000,USD,281000000,"Crescent Group (Crescent Point), ShenZhen GTJA Investment Group, HBM Healthcare Investments AG, Volcanics Venture, YungPark Capital",2006-01-01,year,Active
Billie,https://www.crunchbase.com/organization/billie-io,"Berlin, Berlin, Germany","Billie is a fintech startup that provides Buy Now, Pay Later payment methods for the B2B market.","E-Commerce, Finance, Financial Services, FinTech, Small and Medium Businesses","43,237",,,5,Late Stage Venture,2021-10-25,200000000,USD,200000000,Debt Financing,86200000,EUR,100073836,129700000,EUR,149172542,Series C,349172542,USD,349172542,"Klarna, Tencent, Rocket Internet, Creandum, Raisin",2016-01-01,year,Active
Simplilearn,https://www.crunchbase.com/organization/simplilearn,"San Francisco, California, United States",Simplilearn helps professionals around the world acquire the skills they need to succeed in today’s digital economy.,"Business Process Automation (BPA), Corporate Training, E-Learning, EdTech, Education, Training","43,763",2021-07-19,day,5,M&A,2022-11-16,45000000,USD,45000000,Series E,45000000,USD,45000000,73000000,USD,73000000,Series E,76000000,USD,76000000,"Clal Insurance Enterprises Holdings, Kalaari Capital, GSV Ventures, InnoVen Capital, Mayfield Fund",2009-09-01,day,Active
Money View,https://www.crunchbase.com/organization/money-view,"Bangalore, Karnataka, India",Money View is a provider of a credit platform that offers loans and financial management tools.,"Finance, Financial Services, FinTech, Lending, Personal Finance","43,806",,,6,Late Stage Venture,2022-12-26,75000000,USD,75000000,Series E,75000000,USD,75000000,183701702,USD,183701702,Series E,183701702,USD,183701702,"Trusted Insight, Accel, South Park Commons, Tiger Global Management, Ribbit Capital",2014-04-01,day,Active
Googut Wine & Spirits,https://www.crunchbase.com/organization/googut-wine-spirits-014e,"Beijing, Beijing, China",Googut Wine & Spirits is a high-end wine auction platform.,"Auctions, Online Auctions, Wine And Spirits","44,235",,,1,,2019-03-19,1000000000,CNY,148989108,Venture - Series Unknown,1000000000,CNY,148989108,1000000000,CNY,148989109,Venture - Series Unknown,1000000000,CNY,148989109,Everbright,2012-03-08,day,Active
YuLife,https://www.crunchbase.com/organization/yu-life,"London, England, United Kingdom",YuLife is a provider of life insurance and policies providing income in the event of critical illness.,"Employee Benefits, Insurance, Life Insurance, Wellness","44,460",,,5,Late Stage Venture,2022-09-21,,,,Non-equity Assistance,120000000,USD,120000000,206578626,USD,206578626,Series C,206578626,USD,206578626,"Eurazeo, T. Rowe Price, Target Global, Creandum, Tiny VC",2016-08-02,day,Active
BetterPlace,https://www.crunchbase.com/organization/betterplace-safety-solutions-pvt-ltd,"Bengaluru, Karnataka, India","BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.","Consulting, Human Resources, Information Services, Information Technology, Recruiting, Training","44,967",,,6,Late Stage Venture,2022-12-20,3400000000,INR,41143722,Series C,3400000000,INR,41143722,79143723,USD,79143723,Series C,91232759,USD,91232759,"Jungle Ventures, 3one4 Capital, British International Investment, Macquarie Capital, Capria Ventures",2015-01-01,month,Active
Flipboard,https://www.crunchbase.com/organization/flipboard,"Palo Alto, California, United States",Flipboard is a developer of a mobile social magazine platform used to collect and share news articles from various news sources.,"Apps, Media and Entertainment, Mobile, News, Social","45,344",,,6,,2022-07-01,25009040,USD,25009040,Venture - Series Unknown,25009040,USD,25009040,235509040,USD,235509040,Venture - Series Unknown,235509040,USD,235509040,"Notable Capital, JP Morgan Chase, Goldman Sachs, TCG, Comcast Ventures",2010-01-01,year,Active
Xiaohuanggou,https://www.crunchbase.com/organization/xiaohuanggou,"Beijing, Beijing, China",Xiaohuanggou is an online recycling firm that helps to reduce the amount of urban domestic waste and save resources.,"Enterprise, GreenTech, Recycling","45,356",,,1,Early Stage Venture,2018-06-15,1050000000,CNY,163111863,Series A,1050000000,CNY,163111863,1050000000,CNY,163111864,Series A,1050000000,CNY,163111864,Zhongzhi Enterprise Group,2017-01-01,year,Active
Agicap,https://www.crunchbase.com/organization/agicap,"Lyon, Rhone-Alpes, France",Agicap builds a SaaS platform for SMBs to manage and forecast their cash flows.,"Finance, FinTech, SaaS, Software","45,443",,,3,Early Stage Venture,2021-05-27,100000000,USD,100000000,Series B,100000000,USD,100000000,118891771,USD,118891771,Series B,118891771,USD,118891771,"Kima Ventures, Partech, Greenoaks, BlackFin Capital Partners",2016-01-01,year,Active
Wasoko,https://www.crunchbase.com/organization/wasoko,"Nairobi, Nairobi Area, Kenya",Wasoko transforms access to essential goods and services by connecting small shops to the digital economy.,"Consumer Goods, Emerging Markets, Logistics, Sales, Supply Chain Management","45,594",,,10,Early Stage Venture,2022-03-16,125000000,USD,125000000,Series B,125000000,USD,125000000,143500000,USD,143500000,Series B,143600000,USD,143600000,"Catalyst Fund, Breyer Capital, 4DX Ventures, Tiger Global Management, Sujeet Kumar",2013-01-01,year,Active
Juni,https://www.crunchbase.com/organization/juni,"Göteborg, Vastra Gotaland, Sweden",Juni is a fintech company that develops a banking app and platform for e-commerce and online marketing entrepreneurs.,"Banking, E-Commerce, Finance, Financial Services, FinTech","46,269",,,5,Early Stage Venture,2022-06-08,106000000,USD,106000000,Debt Financing,100000000,USD,100000000,175873253,USD,175873253,Series B,281873253,USD,281873253,"TriplePoint Capital, FJ Labs, Mubadala Capital Ventures, DST Global, Cherry Ventures",2020-01-01,year,Active
BookMyShow,https://www.crunchbase.com/organization/bookmyshow,"Mumbai, Maharashtra, India","BookMyShow is an Indian online ticketing service for cinemas, theaters, and sports.","Digital Entertainment, E-Commerce, Event Management, Events, Internet, Media and Entertainment, Online Auctions, Social Media, Sports","46,585",,,6,,2019-01-01,,,,Venture - Series Unknown,,,,224500000,USD,224500000,Venture - Series Unknown,224500000,USD,224500000,"Elevation Capital, Accel, Stripes, TPG Growth, SAIF Partners",1999-01-01,year,Active
Awardco,https://www.crunchbase.com/organization/awardco,"Provo, Utah, United States",Awardco builds workplace culture and creates employee loyalty through value-driven recognition and rewards.,"B2B, Employee Benefits, Human Resources, SaaS","46,659",,,2,Early Stage Venture,2021-10-28,65000000,USD,65000000,Series A,65000000,USD,65000000,70000000,USD,70000000,Series A,70000000,USD,70000000,"General Catalyst, Ryan Smith",2012-01-01,year,Active
Fi.Money,https://www.crunchbase.com/organization/fi-money-1158,"Bangalore, Karnataka, India",Fi.Money is a neobank that provides a financial app with a zero-balance savings account.,"Accounting, Banking, Financial Services, FinTech, Information Technology, Mobile Payments","47,000",,,5,Late Stage Venture,2022-08-12,17000000,USD,17000000,Series C,17000000,USD,17000000,136643332,USD,136643332,Series C,136643332,USD,136643332,"B Capital, Alpha Wave Global, Hillhouse Investment, Ribbit Capital, Peak XV Partners",2019-05-29,day,Active
JOKR,https://www.crunchbase.com/organization/jokr,"Berlin, Berlin, Germany",JOKR is a grocery and delivery platform that provides hyper-local product delivery services.,"Delivery, Delivery Service, Grocery, Local Shopping, Retail","47,453",,,5,Late Stage Venture,2023-09-20,50000000,USD,50000000,Series D,50000000,USD,50000000,530000000,USD,530000000,Series D,530000000,USD,530000000,"Notable Capital, SoftBank, Banana Capital, G Squared, Kaszek",2021-01-01,year,Active
Nansen,https://www.crunchbase.com/organization/nansen-1c5a,"Singapore, Central Region, Singapore",Nansen is a blockchain analytics platform for crypto professionals and investors.,"Analytics, Blockchain, Cryptocurrency, Software","47,829",,,4,Early Stage Venture,2021-12-16,75000000,USD,75000000,Series B,75000000,USD,75000000,88200000,USD,88200000,Series B,88200000,USD,88200000,"Andreessen Horowitz, imToken, Robot Ventures, Mechanism Capital, Accel",2020-01-01,year,Active
Tul,https://www.crunchbase.com/organization/tul-302e,"Bogotá, Distrito Especial, Colombia",The wholesale marketplace for construction materials in Latam.,"Building Material, Construction, E-Commerce, Hardware, Mobile Apps","49,313",,,8,Early Stage Venture,2022-11-16,38000000000,COP,7823811,Debt Financing,181000000,USD,181000000,205000000,USD,205000000,Series B,212823812,USD,212823812,"Dragoneer Investment Group, Monashees, Vine Ventures, Avenir Growth Capital, H20 Capital",2020-01-01,month,Active
